,carat,cut,color,clarity,depth,table,price,x,y,z
50561,0.73,Ideal,G,SI1,61.6,57.0,2278,5.81,5.79,3.57
50562,0.61,Ideal,E,VS2,62.2,54.0,2278,5.51,5.49,3.42
50563,0.85,Good,J,SI1,59.2,64.0,2278,6.17,6.13,3.64
50564,0.73,Fair,H,VS2,65.9,55.0,2278,5.68,5.64,3.74
50565,0.73,Ideal,H,SI2,62.3,56.0,2278,5.78,5.72,3.58
50566,0.73,Premium,E,SI2,61.8,58.0,2278,5.76,5.71,3.54
50567,0.7,Very Good,H,VS1,60.3,63.0,2279,5.73,5.77,3.47
50568,0.56,Premium,E,VVS2,61.5,58.0,2279,5.3,5.33,3.27
50569,0.56,Ideal,G,IF,62.0,56.0,2279,5.28,5.33,3.29
50570,0.72,Ideal,J,IF,62.0,55.0,2279,5.74,5.77,3.57
50571,0.71,Very Good,D,SI2,61.8,63.0,2279,5.73,5.67,3.52
50572,0.53,Very Good,E,VVS2,62.3,55.0,2280,5.18,5.22,3.23
50573,1.0,Fair,F,I1,68.0,57.0,2280,6.14,6.05,4.15
50574,0.7,Very Good,G,SI1,62.7,55.0,2281,5.63,5.66,3.54
50575,0.7,Very Good,E,SI2,59.5,56.0,2281,5.79,5.81,3.45
50576,0.56,Ideal,F,VVS2,62.3,54.0,2281,5.29,5.34,3.31
50577,0.53,Good,F,VVS2,62.5,65.0,2281,5.11,5.17,3.21
50578,0.74,Very Good,E,SI2,63.0,58.0,2282,5.73,5.77,3.62
50579,0.7,Good,G,VS2,63.1,58.0,2282,5.66,5.69,3.58
50580,0.7,Very Good,G,VS2,58.2,60.0,2282,5.84,5.78,3.38
50581,0.71,Good,F,SI2,64.5,55.6,2282,5.58,5.61,3.6
50582,0.71,Good,H,SI1,58.4,62.1,2282,5.8,5.83,3.4
50583,0.65,Ideal,E,VS2,62.0,56.0,2282,5.6,5.57,3.46
50584,0.77,Premium,F,SI2,62.2,58.0,2282,5.9,5.85,3.66
50585,0.81,Very Good,J,VS2,60.4,59.0,2283,6.04,6.11,3.67
50586,0.71,Good,I,VVS2,63.7,56.0,2283,5.68,5.63,3.6
50587,0.71,Premium,G,SI1,62.3,56.0,2283,5.69,5.65,3.53
50588,0.5,Ideal,F,VVS2,61.8,53.0,2283,5.13,5.18,3.19
50589,0.61,Ideal,F,VS1,61.8,57.0,2283,5.43,5.47,3.37
50590,0.7,Ideal,E,SI2,62.5,54.0,2283,5.68,5.71,3.56
50591,0.82,Premium,J,SI1,61.2,58.0,2283,6.04,5.99,3.68
50592,0.59,Ideal,G,VVS2,62.2,56.0,2283,5.39,5.35,3.34
50593,0.92,Fair,H,SI2,66.1,57.0,2283,6.22,6.0,4.05
50594,0.72,Very Good,D,SI1,62.9,58.0,2285,5.7,5.72,3.59
50595,0.7,Premium,G,SI1,61.6,58.0,2285,5.71,5.65,3.5
50596,0.7,Premium,G,SI1,61.6,61.0,2285,5.7,5.63,3.49
50597,0.61,Ideal,E,VS1,61.7,55.0,2285,5.45,5.47,3.37
50598,0.7,Ideal,H,SI2,60.4,58.0,2285,5.82,5.77,3.5
50599,0.61,Ideal,G,VS2,61.6,55.0,2286,5.46,5.48,3.37
50600,0.7,Very Good,H,VS2,60.0,55.0,2287,5.73,5.77,3.45
50601,0.27,Ideal,H,VS2,60.5,57.0,397,4.17,4.19,2.53
50602,0.27,Premium,G,VS2,62.4,59.0,397,4.11,4.13,2.57
50603,0.26,Very Good,H,VS1,62.0,56.0,399,4.08,4.11,2.54
50604,0.25,Very Good,D,VS2,61.1,60.0,399,4.07,4.11,2.5
50605,0.27,Very Good,G,VS1,58.8,57.0,399,4.25,4.36,2.53
50606,0.24,Good,F,VS1,62.5,60.0,399,3.96,3.98,2.48
50607,0.25,Good,D,VS1,57.6,60.0,399,4.15,4.18,2.4
50608,0.31,Ideal,J,VS2,61.8,54.1,400,4.35,4.38,2.7
50609,0.31,Ideal,J,VS2,62.1,53.6,400,4.36,4.39,2.72
50610,0.23,Very Good,E,VS2,62.4,60.0,400,3.9,3.92,2.44
50611,0.23,Premium,E,VS1,61.8,60.0,400,3.91,3.95,2.43
50612,0.26,Very Good,F,SI1,61.3,55.0,401,4.15,4.21,2.56
50613,0.26,Very Good,F,SI1,61.4,56.0,401,4.13,4.16,2.54
50614,0.3,Ideal,E,SI2,62.1,54.0,401,4.32,4.35,2.69
50615,0.3,Ideal,E,SI2,62.1,55.0,401,4.3,4.33,2.68
50616,0.3,Ideal,E,SI2,62.0,54.0,401,4.33,4.35,2.69
50617,0.3,Ideal,E,SI2,60.9,59.0,401,4.29,4.32,2.62
50618,0.25,Good,H,VVS1,60.6,64.0,401,4.05,4.07,2.46
50619,0.23,Very Good,D,VS2,61.6,58.0,402,3.96,3.99,2.45
50620,0.23,Very Good,D,VS2,63.1,58.0,402,3.91,3.95,2.48
50621,0.23,Very Good,D,VS2,62.9,57.0,402,3.92,3.97,2.48
50622,0.23,Very Good,E,VS2,60.8,58.0,402,3.98,4.02,2.43
50623,0.23,Very Good,E,VS2,60.5,58.0,402,3.92,3.95,2.38
50624,0.23,Very Good,E,VS2,60.8,58.0,402,3.97,4.05,2.44
50625,0.23,Very Good,F,VS2,63.4,56.0,402,3.84,3.89,2.45
50626,0.23,Very Good,F,VS2,61.0,59.0,402,3.95,3.99,2.42
50627,0.23,Very Good,F,VS2,59.1,59.0,402,4.02,4.07,2.39
50628,0.23,Very Good,F,VS2,61.6,59.0,402,3.96,4.0,2.45
50629,0.23,Very Good,F,VS2,,57.0,402,,,2.42
50630,0.23,Very Good,F,VS1,,58.0,402,3.9,4.02,2.45
50631,0.31,Premium,G,VS2,61.2,58.0,544,4.32,4.37,2.66
50632,0.31,Good,G,VS2,63.6,56.0,544,4.26,4.29,2.72
50633,0.31,Good,E,SI1,63.7,57.0,544,4.29,4.31,2.74
50634,0.31,Ideal,H,VS1,62.2,57.0,544,4.34,4.37,2.71
50635,0.31,Ideal,G,VS2,61.7,57.0,544,4.33,4.36,2.68
50636,0.31,Very Good,E,SI1,63.0,57.0,544,4.29,4.32,2.71
50637,0.31,Ideal,E,SI1,62.7,57.0,544,4.29,4.32,2.7
50638,0.31,Good,E,SI1,63.6,57.0,544,4.28,4.3,2.73
50639,0.31,Good,H,VS1,63.2,57.0,544,4.29,4.32,2.72
50640,0.31,Premium,E,VS2,60.5,60.0,544,4.34,4.39,2.64
50641,0.31,Good,E,SI1,63.5,55.0,544,4.31,4.35,2.75
50642,0.31,Very Good,G,VS2,63.0,54.0,544,4.33,4.37,2.74
50643,0.31,Premium,H,VS1,62.4,58.0,544,4.32,4.36,2.71
50644,0.31,Ideal,G,VS2,61.4,57.0,544,4.33,4.37,2.67
50645,0.31,Very Good,E,SI1,63.0,59.0,544,4.26,4.31,2.7
50646,0.31,Good,E,SI1,63.4,55.0,544,4.29,4.32,2.73
50647,0.31,Good,G,VS2,63.5,58.0,544,4.22,4.29,2.7
50648,0.31,Very Good,E,SI1,62.0,58.0,544,4.3,4.35,2.68
50649,0.31,Ideal,H,VS1,62.6,55.0,544,4.31,4.35,2.71
50650,0.31,Ideal,G,VS2,61.4,56.0,544,4.34,4.36,2.67
50651,0.3,Very Good,E,VS2,62.9,58.0,544,4.27,4.31,2.7
50652,0.31,Good,E,SI1,63.2,59.0,544,4.28,4.33,2.72
50653,0.31,Ideal,G,VS2,61.7,55.0,544,4.35,4.37,2.69
50654,0.31,Very Good,H,VS1,61.4,56.0,544,4.37,4.39,2.69
50655,0.31,Very Good,E,SI1,62.7,58.0,544,4.31,4.33,2.71
50656,0.31,Good,E,SI1,63.1,57.0,544,4.28,4.31,2.71
50657,0.31,Ideal,G,VS2,61.8,57.0,544,4.34,4.36,2.69
50658,0.31,Premium,I,VVS2,59.4,59.0,544,4.41,4.44,2.63
50659,0.31,Ideal,G,VS2,59.6,57.0,544,4.4,4.43,2.63
50660,0.31,Very Good,I,VVS2,61.6,59.0,544,4.31,4.33,2.66
50661,0.7,Very Good,G,VS1,60.5,62.0,2287,5.72,5.76,3.47
50662,0.34,Ideal,D,IF,,57.0,2287,4.46,4.52,2.79
50663,0.34,Ideal,D,IF,59.8,57.0,2287,4.57,4.59,2.74
50664,0.7,Ideal,I,SI1,62.6,54.0,2287,5.63,5.71,3.55
50665,0.7,Ideal,I,SI1,62.8,56.0,2287,5.64,5.67,3.55
50666,0.7,Ideal,I,SI1,61.0,57.0,2287,5.71,5.74,3.5
50667,0.5,Ideal,G,IF,60.8,54.0,2287,5.19,5.2,3.16
50668,0.76,Premium,F,SI2,59.3,59.0,2287,5.97,5.93,3.53
50669,1.01,Fair,G,I1,64.5,56.0,2287,6.32,6.26,4.06
50670,0.7,Very Good,I,VS1,,58.0,2288,5.61,5.65,3.53
50671,0.73,Very Good,I,VS1,,56.0,2288,,5.76,3.58
50672,0.53,Ideal,E,VVS2,62.4,56.0,2288,5.15,5.17,3.22
50673,0.76,Ideal,H,SI2,63.0,56.0,2288,5.81,5.84,3.67
50674,0.7,Ideal,F,SI1,61.3,57.0,2288,5.72,5.77,3.52
50675,0.62,Good,D,VS2,58.9,64.0,2288,5.62,5.55,3.29
50676,0.74,Ideal,H,SI2,61.4,56.0,2289,5.78,5.84,3.57
50677,0.54,Ideal,G,IF,61.2,57.0,2289,5.26,5.28,3.22
50678,0.54,Ideal,G,IF,61.5,55.0,2289,5.24,5.3,3.23
50679,0.51,Very Good,D,VVS2,63.1,58.0,2289,5.1,5.07,3.21
50680,0.7,Good,F,SI1,64.1,56.0,2289,5.63,5.6,3.6
50681,0.53,Premium,F,VS2,60.6,58.0,2290,5.26,5.2,3.17
50682,0.53,Ideal,F,VS2,61.6,56.0,2290,5.26,5.23,3.23
50683,0.57,Very Good,F,VVS2,62.6,58.0,2290,5.28,5.3,3.31
50684,0.7,Very Good,E,SI2,60.1,56.0,2290,5.76,5.79,3.47
50685,0.7,Fair,G,VS1,,57.0,2290,5.56,5.52,3.61
50686,0.44,Ideal,D,VVS1,60.6,56.0,2290,4.95,4.99,3.01
50687,0.44,Ideal,D,VVS1,61.0,57.0,2290,4.91,4.93,3.0
50688,0.53,Ideal,F,VVS2,62.1,56.0,2290,5.22,5.15,3.22
50689,0.53,Ideal,F,VVS2,62.2,54.0,2290,5.22,5.19,3.24
50690,0.7,Good,F,VS2,63.8,60.0,2290,5.61,5.52,3.55
50691,0.56,Premium,F,VVS2,59.5,61.0,2290,5.36,5.33,3.18
50692,0.53,Premium,F,VVS2,61.4,57.0,2290,5.22,5.2,3.2
50693,0.53,Ideal,F,VVS2,61.3,55.0,2291,5.23,5.27,3.22
50694,0.53,Ideal,F,VVS2,61.3,56.0,2291,5.21,5.24,3.2
50695,0.71,Ideal,F,SI2,60.7,57.0,2291,5.78,5.81,3.52
50696,1.01,Very Good,D,I1,63.4,61.0,2291,6.38,6.3,4.02
50697,0.74,Premium,D,SI2,61.8,59.0,2291,5.85,5.83,3.61
50698,0.8,Premium,J,VS1,60.8,59.0,2292,6.0,5.94,3.63
50699,0.77,Ideal,J,VS2,61.9,54.0,2292,5.89,5.94,3.66
50700,0.56,Ideal,D,VS1,62.5,56.0,2292,5.26,5.3,3.3
50701,0.77,Fair,I,VVS2,59.2,66.0,2292,5.96,5.9,3.51
50702,0.7,Very Good,G,SI1,63.5,56.0,2293,5.64,5.7,3.6
50703,0.77,Very Good,H,SI2,63.3,58.0,2293,5.78,5.76,3.65
50704,0.53,Ideal,G,IF,60.6,56.0,2293,5.27,5.33,3.21
50705,0.53,Ideal,G,IF,60.3,56.0,2293,5.29,5.33,3.2
50706,0.67,Good,F,VS1,62.3,62.0,2293,5.5,5.59,3.46
50707,0.7,Premium,H,VS1,62.3,59.0,2293,5.71,5.66,3.54
50708,1.05,Fair,H,I1,,57.0,2293,,6.4,3.99
50709,0.7,Very Good,I,VS1,61.4,57.0,2294,5.72,5.74,3.52
50710,0.72,Very Good,D,SI2,59.8,60.0,2294,5.76,5.81,3.46
50711,0.8,Very Good,H,SI2,62.7,57.0,2294,5.88,5.95,3.71
50712,0.71,Premium,I,VS2,62.1,59.0,2294,5.7,5.73,3.55
50713,0.55,Ideal,F,VVS2,61.5,57.0,2294,5.24,5.27,3.23
50714,0.55,Ideal,F,VVS2,60.8,56.0,2294,5.27,5.32,3.22
50715,0.59,Ideal,E,VS1,62.3,56.0,2294,5.4,5.38,3.36
50716,0.7,Ideal,H,SI1,62.5,56.0,2294,5.64,5.69,3.54
50717,0.7,Ideal,H,SI1,62.6,55.0,2294,5.65,5.7,3.55
50718,0.7,Ideal,H,SI1,62.5,55.0,2294,5.69,5.71,3.56
50719,0.7,Ideal,H,SI1,62.2,55.0,2294,5.67,5.71,3.54
50720,0.85,Premium,J,VS2,60.7,58.0,2295,6.12,6.08,3.71
50721,0.72,Ideal,G,SI2,62.6,52.0,2295,5.74,5.77,3.6
50722,0.72,Ideal,G,SI2,62.3,54.0,2295,5.76,5.79,3.6
50723,0.75,Premium,I,SI1,59.1,58.0,2295,5.91,5.87,3.48
50724,0.74,Ideal,F,SI2,60.3,58.0,2295,5.84,5.82,3.51
50725,0.75,Premium,H,SI2,63.0,58.0,2295,5.79,5.76,3.64
50726,0.7,Very Good,H,SI1,60.4,61.0,2296,5.68,5.77,3.46
50727,0.79,Very Good,I,SI1,61.8,60.0,2296,5.92,5.96,3.67
50728,0.52,Ideal,D,VS1,62.2,56.0,2296,5.16,5.13,3.2
50729,0.58,Premium,G,VS2,62.2,58.0,2297,5.35,5.32,3.32
50730,0.53,Very Good,E,VVS2,60.7,59.0,2297,5.19,5.28,3.18
50731,0.64,Very Good,D,VS2,62.2,58.0,2297,5.49,5.54,3.43
50732,0.71,Premium,F,SI1,60.4,58.0,2297,5.8,5.83,3.51
50733,0.5,Ideal,E,VVS2,61.8,53.6,2297,5.1,5.13,3.16
50734,0.57,Ideal,E,VS1,61.0,56.0,2297,5.38,5.4,3.29
50735,0.72,Ideal,G,SI2,61.4,56.0,2297,5.76,5.83,3.56
50736,0.69,Ideal,G,SI1,62.4,56.0,2297,5.66,5.69,3.55
50737,0.81,Fair,I,VS1,66.5,53.0,2297,5.76,5.83,3.86
50738,0.58,Premium,E,VS1,62.2,58.0,2297,5.35,5.3,3.31
50739,0.74,Very Good,F,SI2,59.6,60.0,2298,5.85,6.0,3.53
50740,0.7,Very Good,E,SI2,63.2,56.0,2298,5.6,5.64,3.55
50741,0.7,Very Good,E,SI2,61.5,56.0,2298,5.71,5.73,3.52
50742,0.56,Ideal,F,VVS2,61.9,56.0,2298,5.28,5.32,3.28
50743,0.7,Good,D,SI1,64.2,60.0,2298,5.59,5.62,3.6
50744,0.6,Ideal,F,VVS2,,57.0,2298,,5.42,3.33
50745,0.72,Ideal,F,SI2,61.7,55.0,2298,5.79,5.75,3.56
50746,0.7,Ideal,H,SI2,61.8,57.0,2298,5.67,5.72,3.52
50747,0.56,Ideal,G,IF,61.7,55.0,2298,5.29,5.34,3.28
50748,0.56,Ideal,G,IF,61.8,54.0,2298,5.31,5.33,3.29
50749,0.72,Premium,F,SI2,60.5,59.0,2298,5.83,5.8,3.52
50750,0.57,Good,F,VVS2,57.6,60.0,2298,5.49,5.45,3.15
50751,0.7,Premium,D,SI2,62.1,60.0,2299,5.71,5.73,3.55
50752,0.79,Very Good,J,VS2,60.8,56.0,2300,5.98,6.02,3.65
50753,0.75,Very Good,I,SI1,63.7,56.0,2300,5.73,5.77,3.66
50754,0.87,Very Good,J,SI1,61.4,57.0,2300,6.14,6.17,3.78
50755,0.71,Premium,I,VS2,59.3,59.0,2300,5.89,5.81,3.47
50756,0.74,Premium,H,SI1,62.4,58.0,2300,5.75,5.7,3.57
50757,0.75,Ideal,J,VS1,62.9,57.0,2300,5.74,5.81,3.63
50758,0.72,Ideal,F,SI2,61.2,58.0,2300,5.72,5.78,3.52
50759,0.71,Premium,I,VS2,60.4,60.0,2300,5.8,5.72,3.48
50760,0.71,Fair,G,SI1,65.5,55.0,2300,5.59,5.56,3.65
50761,0.71,Premium,I,VS2,62.8,59.0,2300,5.67,5.64,3.55
50762,0.71,Good,F,SI1,57.9,53.0,2300,5.84,5.8,3.37
50763,0.71,Fair,G,SI2,64.4,58.0,2300,5.59,5.56,3.59
50764,0.81,Fair,F,SI2,68.8,79.0,2301,5.26,5.2,3.58
50765,0.51,Ideal,E,VVS2,62.5,57.0,2301,5.06,5.12,3.18
50766,0.52,Ideal,E,VVS2,,56.0,2301,5.16,5.19,3.2
50767,0.52,Ideal,D,VVS2,61.4,56.0,2302,5.23,5.2,3.2
50768,0.59,Very Good,F,VVS2,63.5,59.0,2302,5.28,5.3,3.36
50769,0.54,Ideal,D,VVS2,61.2,55.0,2302,5.25,5.31,3.23
50770,0.73,Ideal,I,VS1,62.1,55.8,2302,5.77,5.81,3.6
50771,0.7,Very Good,G,VS2,63.1,58.0,2302,5.69,5.66,3.58
50772,0.52,Premium,E,VVS1,59.8,58.0,2302,5.27,5.24,3.14
50773,0.77,Ideal,H,SI2,60.8,57.0,2302,5.96,5.89,3.6
50774,0.51,Ideal,G,VVS2,,56.0,2303,5.16,5.17,3.16
50775,0.76,Premium,E,SI2,61.3,59.0,2303,5.85,5.83,3.58
50776,0.55,Ideal,H,VVS1,61.6,55.0,2303,5.26,5.29,3.25
50777,0.8,Premium,E,SI2,59.1,61.0,2304,6.03,5.99,3.55
50778,0.56,Very Good,E,VVS2,60.3,57.0,2304,5.33,5.37,3.23
50779,0.7,Very Good,I,VS1,61.9,58.0,2304,5.7,5.73,3.54
50780,0.7,Very Good,G,SI1,62.8,56.0,2304,5.64,5.66,3.55
50781,0.51,Very Good,F,IF,59.4,60.0,2304,5.18,5.23,3.09
50782,0.96,Fair,J,I1,59.5,60.0,2304,6.28,6.23,3.72
50783,0.71,Ideal,F,SI2,62.2,56.0,2304,5.71,5.74,3.56
50784,0.72,Good,E,SI1,63.9,58.0,2305,5.72,5.64,3.63
50785,0.7,Very Good,H,SI2,61.6,56.1,2306,5.72,5.77,3.53
50786,0.71,Good,I,VS1,63.3,56.0,2306,5.65,5.69,3.59
50787,0.71,Premium,I,VS1,61.8,58.0,2306,5.72,5.76,3.55
50788,0.71,Good,I,VS1,63.6,56.0,2306,5.65,5.7,3.61
50789,0.71,Ideal,I,VS1,62.1,56.0,2306,5.68,5.72,3.54
50790,0.71,Premium,E,SI2,61.1,58.0,2306,5.76,5.73,3.51
50791,0.61,Premium,D,VS1,61.5,58.0,2306,5.46,5.4,3.34
50792,0.71,Premium,E,SI2,61.4,59.0,2306,5.74,5.7,3.51
50793,0.61,Ideal,F,VS2,61.5,54.0,2306,5.48,5.51,3.38
50794,0.6,Ideal,E,VS1,62.2,56.0,2306,5.36,5.44,3.36
50795,0.72,Fair,G,VS2,64.6,55.0,2306,5.66,5.71,3.67
50796,0.7,Premium,F,SI1,59.9,58.0,2306,5.73,5.69,3.42
50797,0.61,Ideal,F,VS1,60.7,56.0,2306,5.52,5.49,3.34
50798,0.87,Ideal,H,SI2,63.0,57.0,2307,6.07,6.02,3.81
50799,0.78,Very Good,F,SI2,,59.0,2307,5.88,5.95,3.63
50800,0.7,Very Good,E,SI2,63.2,61.0,2307,5.62,5.59,3.54
50801,0.7,Premium,E,SI2,60.6,59.0,2307,5.76,5.73,3.48
50802,0.54,Ideal,D,VS2,61.6,55.0,2307,5.25,5.27,3.24
50803,0.81,Ideal,J,SI1,62.0,56.0,2307,6.0,6.03,3.73
50804,0.7,Good,E,SI2,63.7,61.0,2307,5.64,5.6,3.58
50805,0.7,Premium,E,SI2,62.9,59.0,2307,5.67,5.59,3.54
50806,0.75,Premium,D,SI2,60.3,61.0,2307,5.88,5.86,3.54
50807,0.76,Ideal,J,VS1,61.9,54.0,2307,5.88,5.84,3.63
50808,0.71,Ideal,G,SI1,61.1,57.0,2307,5.79,5.73,3.52
50809,0.71,Ideal,I,VVS2,62.4,54.0,2308,5.72,5.75,3.58
50810,0.71,Ideal,E,SI1,61.5,57.0,2308,5.74,5.78,3.54
50811,0.71,Ideal,E,SI1,62.0,56.0,2308,5.72,5.77,3.56
50812,0.72,Good,E,SI2,57.9,56.0,2308,5.93,5.85,3.41
50813,0.72,Ideal,E,SI2,61.8,55.0,2308,5.77,5.75,3.56
50814,0.71,Good,F,SI1,63.7,58.0,2308,5.65,5.62,3.59
50815,0.64,Ideal,H,VVS1,62.2,58.0,2308,5.49,5.51,3.42
50816,0.67,Very Good,F,VS2,59.4,59.5,2309,5.7,5.76,3.4
50817,0.67,Very Good,G,VS1,59.9,57.4,2309,5.69,5.75,3.42
50818,0.73,Premium,F,SI2,61.6,58.0,2309,5.79,5.73,3.55
50819,0.74,Ideal,G,SI1,62.7,56.0,2309,5.78,5.74,3.61
50820,0.67,Good,F,VS2,58.1,62.0,2309,5.76,5.83,3.36
50821,0.67,Good,F,VS2,58.7,61.5,2309,5.67,5.79,3.37
50822,0.61,Ideal,G,VS1,62.6,55.0,2309,5.46,5.43,3.41
50823,0.7,Ideal,D,SI1,61.2,54.0,2310,5.79,5.75,3.53
50824,0.5,Very Good,D,VVS2,63.3,55.0,2310,5.08,5.06,3.21
50825,0.7,Very Good,G,SI1,61.7,56.0,2310,5.66,5.75,3.52
50826,0.7,Premium,E,SI1,62.4,60.0,2310,5.72,5.63,3.54
50827,0.7,Very Good,E,SI2,,63.0,2310,,5.71,3.42
50828,0.62,Very Good,D,VS1,,55.0,2310,5.46,5.43,3.45
50829,0.51,Premium,F,VVS2,61.9,56.0,2310,5.17,5.13,3.19
50830,0.7,Ideal,G,SI1,61.9,58.0,2310,5.69,5.72,3.53
50831,0.9,Fair,G,I1,66.0,58.0,2310,5.96,5.88,3.91
50832,0.7,Good,E,SI2,57.8,61.0,2310,5.88,5.82,3.38
50833,0.7,Good,D,SI2,58.5,65.0,2310,5.79,5.76,3.38
50834,0.7,Very Good,E,SI2,63.5,54.0,2310,5.69,5.64,3.6
50835,0.62,Very Good,D,VS2,59.2,59.1,2311,5.55,5.6,3.3
50836,0.72,Good,G,VS2,63.4,53.0,2311,5.72,5.79,3.64
50837,0.83,Good,J,SI1,63.8,58.0,2311,5.97,5.95,3.8
50838,0.72,Premium,H,SI1,62.2,57.0,2311,5.75,5.72,3.57
50839,0.83,Premium,J,SI1,62.8,58.0,2311,6.0,5.95,3.75
50840,0.55,Very Good,E,VVS2,59.6,59.0,2312,5.32,5.39,3.19
50841,0.78,Very Good,J,VS2,63.0,58.0,2312,5.84,5.87,3.69
50842,0.7,Very Good,H,VS2,63.6,56.0,2312,5.6,5.63,3.57
50843,0.7,Very Good,F,SI1,61.4,59.0,2312,5.67,5.7,3.49
50844,0.7,Very Good,F,SI1,60.3,59.0,2312,5.73,5.78,3.47
50845,0.7,Very Good,F,SI1,61.3,58.0,2312,5.7,5.72,3.5
50846,0.7,Very Good,E,SI1,60.3,60.0,2312,5.77,5.81,3.49
50847,0.78,Fair,F,SI2,64.6,53.0,2312,5.83,5.78,3.75
50848,0.72,Ideal,I,VS2,,55.0,2312,5.76,5.78,3.55
50849,0.7,Ideal,G,SI1,61.1,57.0,2312,5.72,5.77,3.51
50850,0.7,Good,D,SI2,59.3,64.0,2312,5.8,5.76,3.43
50851,0.54,Premium,E,VVS2,61.0,59.0,2313,5.28,5.27,3.22
50852,0.7,Very Good,F,SI1,61.7,59.0,2313,5.64,5.68,3.49
50853,0.71,Very Good,E,SI2,62.2,58.0,2313,5.68,5.73,3.55
50854,0.82,Very Good,J,SI1,62.9,57.0,2313,5.88,5.94,3.72
50855,0.6,Ideal,G,VVS2,61.4,59.0,2313,5.37,5.41,3.31
50856,0.71,Ideal,I,SI1,61.9,55.0,2313,5.7,5.74,3.54
50857,0.71,Ideal,H,SI1,62.7,55.0,2313,5.66,5.7,3.56
50858,0.71,Ideal,H,SI1,61.1,57.0,2313,5.71,5.75,3.5
50859,0.71,Ideal,H,SI1,62.1,57.0,2313,5.68,5.73,3.54
50860,0.7,Good,F,SI1,,62.0,2313,,,3.47
50861,0.63,Ideal,D,SI1,62.0,56.0,2313,5.5,5.47,3.4
50862,0.81,Premium,I,SI1,61.8,58.0,2313,5.97,5.91,3.68
50863,0.81,Ideal,H,SI2,63.0,57.0,2313,5.94,5.9,3.73
50864,0.81,Premium,H,SI2,61.6,62.0,2313,6.0,5.92,3.67
50865,0.52,Very Good,F,VVS1,62.0,57.0,2314,5.11,5.15,3.18
50866,0.55,Very Good,G,IF,60.2,60.0,2314,5.29,5.38,3.21
50867,0.7,Good,E,VS2,63.8,56.0,2314,5.58,5.61,3.57
50868,0.72,Premium,F,SI1,61.6,60.0,2314,5.79,5.73,3.55
50869,0.7,Premium,G,VS2,62.1,60.0,2314,5.71,5.65,3.53
50870,0.71,Good,H,VS1,63.6,55.0,2315,5.58,5.65,3.57
50871,0.71,Ideal,I,VS2,62.1,59.0,2315,5.73,5.7,3.55
50872,0.7,Very Good,I,VS2,60.1,57.0,2316,5.79,5.82,3.49
50873,0.78,Very Good,H,SI2,62.7,56.0,2316,5.85,5.89,3.68
50874,0.76,Very Good,I,SI1,57.5,62.0,2316,6.03,6.08,3.48
50875,0.83,Good,H,SI2,63.9,56.0,2316,5.93,5.99,3.81
50876,0.72,Premium,G,SI1,61.3,56.0,2316,5.79,5.76,3.54
50877,0.9,Premium,F,I1,,59.0,2316,,6.16,3.82
50878,0.6,Premium,F,VVS2,62.4,56.0,2316,5.44,5.39,3.38
50879,0.72,Premium,H,VS2,61.7,56.0,2316,5.77,5.73,3.55
50880,0.59,Very Good,H,IF,61.7,56.0,2317,5.42,5.48,3.36
50881,0.7,Premium,G,VS2,61.7,58.0,2317,5.68,5.73,3.52
50882,0.7,Premium,G,VS2,60.8,58.0,2317,5.75,5.8,3.51
50883,0.71,Ideal,G,SI1,62.3,56.0,2317,5.73,5.7,3.56
50884,0.71,Premium,F,SI1,61.1,62.0,2317,5.76,5.72,3.51
50885,0.71,Premium,D,SI2,61.6,60.0,2317,5.7,5.64,3.49
50886,0.51,Ideal,E,VVS1,62.4,55.0,2317,5.08,5.12,3.18
50887,0.79,Premium,I,SI1,61.8,60.0,2317,5.96,5.92,3.67
50888,0.73,Fair,E,SI1,64.6,59.0,2317,5.69,5.64,3.66
50889,0.71,Ideal,H,SI2,62.7,55.0,2317,5.68,5.64,3.56
50890,0.56,Ideal,F,VS2,,55.0,2318,,5.27,3.32
50891,0.56,Premium,F,VS2,60.7,57.0,2318,5.39,5.35,3.26
50892,0.54,Very Good,D,VVS2,62.1,55.0,2318,5.21,5.26,3.25
50893,0.65,Very Good,H,VVS1,61.6,58.0,2318,5.57,5.62,3.42
50894,0.72,Very Good,G,SI1,63.3,53.0,2318,5.73,5.68,3.61
50895,0.72,Ideal,G,SI1,62.0,56.0,2318,5.75,5.71,3.55
50896,0.8,Fair,G,SI2,64.6,55.0,2318,5.86,5.75,3.75
50897,0.71,Fair,I,VS1,57.1,57.0,2318,5.87,5.9,3.36
50898,0.7,Good,D,SI1,64.2,60.0,2318,5.62,5.59,3.6
50899,0.7,Fair,E,SI1,65.2,58.0,2318,5.57,5.54,3.62
50900,0.7,Fair,D,SI1,64.6,57.0,2318,5.6,5.57,3.61
50901,0.56,Ideal,G,VVS1,62.0,56.0,2318,5.3,5.28,3.28
50902,0.56,Ideal,F,VVS2,61.9,56.0,2318,5.32,5.28,3.28
50903,0.72,Premium,H,VS2,61.1,58.0,2318,5.78,5.74,3.52
50904,0.72,Premium,F,SI1,62.6,59.0,2318,5.74,5.69,3.58
50905,0.7,Very Good,E,SI1,63.4,56.0,2318,5.7,5.6,3.58
50906,0.6,Ideal,F,VVS2,61.8,57.0,2318,5.42,5.36,3.33
50907,0.56,Ideal,F,VVS2,60.3,56.0,2318,5.39,5.35,3.24
